merchant_city,merchant_state,jumlah_transaksi,total_volume
Claremont,NC,652,25293.99
Cowansville,PA,651,27768.23
Hebbronville,TX,650,50738.80
Sherman,TX,649,24773.84
Cedarburg,WI,647,34487.77
Randolph,ME,646,26420.00
Canton,GA,645,39496.22
Barnstable,MA,644,25255.63
Decatur,GA,644,16623.52
Sullivan,MO,644,40946.89
Mosinee,WI,637,20639.59
Franklin,WI,635,40568.33
Greenville,NC,635,30442.39
Elmira,NY,634,42072.31
Gastonia,NC,633,5825.22
Bristol,NH,632,26441.78
"Mountlake Terrace",WA,632,19881.65
Oakdale,LA,631,13398.22
Somerville,AL,631,25874.53
Westminster,CO,631,63862.31
"Cuyahoga Falls",OH,631,11398.34
"La Mirada",CA,628,26695.54
"Boulder Creek",CA,625,71988.94
"North Bend",NE,624,17352.80
York,NE,624,19357.32
Trinidad,CA,623,21531.65
Edgerton,WI,623,24047.07
Alta,IA,622,20394.95
Littleton,MA,622,46320.00
Wyoming,MI,621,30886.69
Dedham,MA,621,20778.52
Charlevoix,MI,620,9108.53
Caldwell,OH,618,27102.73
"Little Neck",NY,618,44203.42
Louisville,MS,617,28910.97
Bloomfield,IN,615,16391.11
Ortonville,MI,603,78142.08
Berlin,Germany,600,21951.91
Springfield,KY,599,15152.11
Purcell,OK,598,27475.58
"Roan Mountain",TN,597,10075.95
Suring,WI,594,30362.56
"Lake Orion",MI,593,23129.06
Lordsburg,NM,592,12881.89
Henderson,TX,591,27351.26
Brownwood,TX,589,24867.75
Ashburn,VA,587,23377.88
"Staten Island",NY,587,63850.63
Sterling,IL,587,3897.95
Luverne,AL,586,45412.43
Hallandale,FL,585,72011.78
Aberdeen,MD,585,20060.69
Almont,MI,585,10071.18
Spotsylvania,VA,583,52400.11
Highlands,NC,582,26758.90
Chardon,OH,582,42290.19
Montreal,Canada,581,14984.62
Hitchcock,TX,580,17440.31
"North Chili",NY,579,14585.93
Etowah,NC,578,30987.47
Longmont,CO,577,39106.68
Calistoga,CA,576,16835.91
Morrisville,NC,574,40372.89
Jacksonville,AR,572,26983.90
Kalamazoo,MI,571,29229.31
Pierceton,IN,570,20280.18
Arlington,MA,569,36834.79
Freeport,NY,569,21732.95
Paradise,CA,568,19780.91
"Oak View",CA,564,748.33
Venus,TX,564,17712.54
"Highland Park",MI,563,8323.64
Elmer,NJ,563,23027.15
Atlanta,TX,562,30976.43
Columbia,TN,562,17675.09
Edmonds,WA,562,30958.94
Williamsburg,KY,562,13109.23
Tucker,GA,561,17060.10
Hillsboro,IL,561,22005.66
Challis,ID,560,18848.06
"Great Barrington",MA,559,12985.30
Harwood,MD,559,38591.69
Frisco,TX,558,39359.61
Elkhart,IN,556,17107.08
"Laurel Hill",NC,556,12848.01
Adrian,MI,554,30681.35
Slovan,PA,554,13963.32
Rutledge,TN,553,13369.96
Passaic,NJ,553,20628.76
"Kew Gardens",NY,552,15954.77
Lebanon,IN,552,28674.18
Bernalillo,NM,551,15353.17
"Fort Wayne",IN,551,22835.20
Burlingame,CA,550,9513.70
Burlington,WA,550,23796.62
"Sun Valley",NV,549,34569.67
Canton,OH,545,12622.45
Wilmer,TX,544,15900.67
Delphos,OH,543,17148.12
Lancaster,OH,543,16787.70
Madison,OH,542,11313.96
Stapleton,GA,542,9420.26
Lapel,IN,540,21952.23
"Lees Summit",MO,539,21891.18
Bellaire,OH,535,16919.69
"Lost Creek",WV,533,18203.64
Springfield,MO,532,26008.56
Allenton,MI,531,13999.15
Fernwood,ID,531,16429.43
Clovis,CA,529,16876.44
Winterville,NC,528,19924.92
Narberth,PA,525,14616.43
Highland,MI,524,30571.26
Alameda,CA,523,37475.75
"Delray Beach",FL,520,16458.67
Fisher,IL,520,4514.07
Ronkonkoma,NY,520,34682.45
"Fort Knox",KY,519,11851.48
Morganton,NC,519,55942.95
Cochranville,PA,516,27110.54
Donaldsonville,LA,516,15765.86
"Spring Valley",CA,515,12407.59
"New Windsor",NY,513,10965.08
Jerome,ID,512,22494.63
Colfax,WI,512,19042.08
Fillmore,CA,512,16448.11
Youngstown,OH,510,31262.89
Rainsville,AL,509,17582.85
Waterbury,CT,504,26328.05
"Pleasant Valley",NY,502,30948.60
Toronto,Canada,501,17820.44
"Mc Leansboro",IL,499,7503.15
Highland,NY,494,32120.29
Berea,OH,494,21696.11
Carpinteria,CA,493,33045.12
Centralia,WA,493,16056.54
Sutersville,PA,493,14374.60
Greeneville,TN,492,13330.50
Evanston,IL,491,18852.72
"The Villages",FL,491,8042.73
Bismarck,ND,490,19801.71
London,"United Kingdom",488,19456.42
"Show Low",AZ,485,7509.24
Paris,France,483,18037.23
"Newport Beach",CA,481,21068.47
Carleton,MI,481,16699.51
Cushing,OK,481,22903.29
Portageville,MO,480,12716.28
Colcord,OK,479,16859.99
Larchmont,NY,479,20569.92
"Palo Alto",CA,478,16165.28
Redford,MI,478,14602.60
Syracuse,UT,478,12406.82
Rosharon,TX,477,17326.40
Columbia,MS,477,20115.62
"New Rochelle",NY,476,19016.39
"South Houston",TX,475,22615.43
Fitzgerald,GA,474,1371.70
"Morgan Hill",CA,474,34634.08
Endicott,NY,473,10968.16
Gardena,CA,473,25034.71
Caledonia,OH,472,11681.20
Danville,VA,472,19629.99
Washington,IN,472,7539.90
Newland,NC,471,29451.56
Pittsfield,NH,470,23558.76
"Mount Pleasant",PA,469,8187.98
"Keystone Heights",FL,466,15495.42
"Sunland Park",NM,466,8955.32
Rumney,NH,465,9342.05
"South Beloit",IL,465,13803.49
Atwater,CA,464,22458.42
Bakersville,NC,464,10910.16
Holden,ME,464,25223.90
"Short Hills",NJ,461,28583.30
Geneva,IN,458,13076.35
Englewood,FL,457,3586.17
Muse,PA,457,13216.90
Rochester,NY,457,42947.63
Clarksville,TN,456,12411.98
Naperville,IL,456,46214.18
Owego,NY,452,9704.48
Anderson,SC,449,39968.54
Bangor,PA,448,18744.16
"Big Bear Lake",CA,448,20294.45
"Far Rockaway",NY,447,12691.40
Richardson,TX,447,23514.18
Guadalajara,Mexico,447,18107.82
Lyndonville,VT,447,14238.03
Hardinsburg,KY,446,1353.06
Flagstaff,AZ,445,15803.65
Tokyo,Japan,445,20115.79
Apex,NC,443,30062.36
"Capitol Heights",MD,442,14032.85
Burney,CA,440,16812.73
Avon,OH,439,8945.53
Joliet,IL,439,15797.06
Schriever,LA,439,6470.81
Tuscaloosa,AL,439,14832.84
Wagoner,OK,439,16980.69
Blackville,SC,438,17775.49
Hammond,LA,438,11562.69
Hull,TX,436,1273.22
Brentwood,NY,436,27843.08
Maryville,MO,435,12437.59
Coushatta,LA,434,21902.57
Fruita,CO,432,4547.05
Wayland,MA,432,34980.69
Hamtramck,MI,432,16676.26
"Kennett Square",PA,431,37373.81
Lancaster,SC,431,22766.75
"Glen Burnie",MD,430,36195.04
Moorpark,CA,428,21658.52
Versailles,KY,428,28475.57
Somerset,CA,427,17612.96
Euclid,OH,427,10354.54
"North Kingstown",RI,427,23571.08
Warrenton,GA,426,16229.12
"Spring Hill",KS,425,48614.13
Oakfield,NY,424,27314.49
Blair,NE,424,31238.79
Pryor,OK,423,12219.85
Strongsville,OH,421,28183.87
Cincinnati,OH,421,19832.37
"Lake George",NY,421,12856.76
Plymouth,IN,420,12726.93
Branford,CT,419,19927.16
Bellbrook,OH,418,21139.99
Dayton,PA,418,16618.07
"Oak Harbor",WA,416,18113.84
Warwick,RI,416,36382.92
Winston,GA,416,13612.91
"Buchanan Dam",TX,415,11710.12
"Belle Fourche",SD,414,13982.23
Camilla,GA,414,9052.07
Dacula,GA,414,18993.48
Wantagh,NY,414,49783.99
Marshall,MN,414,14758.03
Macon,GA,412,16842.82
Newington,CT,412,6564.65
Boaz,AL,412,13608.18
Winthrop,MA,412,21249.14
Wewoka,OK,411,14230.58
Jackson,GA,411,12504.12
Crowder,MS,409,4431.84
"Maple Valley",WA,408,21416.60
Harrison,AR,407,14706.11
Palmetto,FL,407,21864.46
Columbia,MO,407,13002.63
"Grants Pass",OR,404,22248.25
Utica,MI,404,4288.19
Southgate,MI,401,16211.32
Ingleside,TX,400,29162.03
Leland,NC,399,16389.62
Brentwood,CA,399,42236.75
"Scott Depot",WV,398,8511.56
Miami,OK,397,11634.60
"Culver City",CA,397,10522.76
Dover,NH,396,27977.23
Ballwin,MO,395,18336.59
"Camano Island",WA,395,9507.78
"Sedro Woolley",WA,395,13217.96
Newton,NC,395,18243.46
Johnstown,OH,394,16563.73
Lima,OH,394,12881.85
Waupaca,WI,394,21562.39
Plano,TX,393,15022.75
Indialantic,FL,393,14270.88
Englewood,CO,391,23058.39
"San Ramon",CA,391,7925.03
"Saint Henry",OH,390,23020.13
Webster,TX,390,17376.75
Norcross,GA,390,26211.87
Arcata,CA,390,14556.90
Tempe,AZ,389,22106.26
Gorham,NH,388,10370.66
Blanchard,LA,387,8692.51
Charleston,WV,387,12373.42
"Stone Mountain",GA,387,14654.83
"Oak Park",MN,386,13882.41
Holland,IN,385,14153.35
Merced,CA,385,13313.67
Whitefield,NH,385,638.91
Dandridge,TN,384,8161.40
Hannibal,NY,384,26707.12
Normal,IL,384,11588.95
Williamston,SC,383,17016.09
"Bean Station",TN,383,22343.37
Ankeny,IA,381,12478.13
"Forest Hills",NY,380,32271.51
Laurinburg,NC,378,3821.61
"Zion Grove",PA,378,18582.01
Callicoon,NY,377,5316.16
Fullerton,NE,377,14150.53
"Red Hook",NY,375,23647.39
"Parkers Prairie",MN,375,19394.70
Briceville,TN,374,3881.99
"Port au Prince",Haiti,374,32081.23
Waynesboro,GA,373,6103.82
"Salt Lake City",UT,371,12955.49
Gunter,TX,371,18911.66
Marina,CA,370,1810.03
Bienville,LA,370,19312.84
Frisco,CO,369,10999.80
Sycamore,IL,369,29452.25
Hobbs,NM,367,6326.30
"Loves Park",IL,366,7062.28
Rockville,MD,366,14433.23
Staunton,IL,365,13546.52
"Chestnut Hill",MA,365,24052.42
"Oriskany Falls",NY,364,8606.91
Hampton,NJ,362,18622.63
"Downers Grove",IL,362,14397.10
Amsterdam,Netherlands,361,14809.13
Chillicothe,OH,361,13794.79
Hickman,NE,361,10746.60
Martinsville,IN,359,9511.05
Sandston,VA,359,25966.49
Cedarville,MI,359,8383.91
Franklin,MA,357,23583.99
"Granite Falls",NC,357,4260.15
Renfrew,PA,357,23553.15
Wilmington,DE,357,27142.84
Andersonville,TN,355,18134.67
Covington,LA,355,25704.77
Monsey,NY,353,14657.42
Valparaiso,IN,352,11466.33
Brushton,NY,350,10357.99
Caledonia,MN,350,21444.39
Lamesa,TX,350,9166.00
"Laurel Springs",NC,349,6934.87
Colmar,PA,349,19806.95
Carlisle,PA,347,15946.87
"Bell Gardens",CA,346,7944.33
"Cotton Valley",LA,345,17080.15
Rockton,IL,345,12295.45
"South Gate",CA,343,10664.29
Anamosa,IA,343,3341.19
Christiana,TN,342,14291.36
Exeter,NH,342,21751.14
Pasadena,TX,342,22078.63
Cary,NC,341,14848.02
Clarksville,TX,340,5016.06
Frederick,MD,339,11508.56
Flint,TX,337,17849.85
Ridgeland,SC,337,10999.45
Milan,NH,337,8598.46
Algonquin,IL,334,13570.46
"East Northport",NY,334,21735.89
Fairland,IN,332,9831.42
"Osage Beach",MO,332,7429.27
Commerce,TX,331,6171.04
Preston,MD,331,17982.81
"La Porte",IN,330,10864.14
Islandton,SC,328,12666.71
Georgetown,KY,328,9443.95
Carlyle,IL,326,19118.96
Norfolk,VA,326,17108.59
"Kansas City",KS,325,20600.77
Kingston,NY,324,11767.96
Grove,OK,324,15159.42
"Chino Hills",CA,323,10968.81
"Jackson Center",PA,323,9500.76
"West New York",NJ,322,32309.04
"Bel Air",MD,321,20245.90
Farmington,ME,320,13443.23
Conklin,NY,319,7162.19
Hayden,ID,319,8946.85
Arcadia,FL,318,24660.65
Blacksburg,SC,317,6374.10
Detroit,ME,316,13656.90
Hope,IN,316,12637.15
Woodstock,GA,316,10100.00
"Pine Bluff",AR,315,6178.84
Cheshire,CT,315,12854.15
"Mokelumne Hill",CA,314,12184.04
Jonesboro,AR,313,21590.28
"Castle Rock",CO,311,29376.95
"Bon Air",AL,310,11971.12
"Fall River Mills",CA,310,10054.35
Franklinton,NC,310,13003.29
Russellton,PA,310,18672.10
Jasper,IN,310,3358.87
Jonesville,NC,309,11136.58
Kingsville,TX,309,11404.73
Socorro,NM,309,3719.29
Gainesville,VA,308,16866.84
Harwich,MA,308,11569.72
"North Haven",CT,308,22114.77
"Jefferson City",MO,307,12272.52
Apalachin,NY,306,9202.34
Tarentum,PA,305,11438.13
Halifax,PA,305,9126.94
Everett,WA,304,16625.42
"El Monte",CA,303,8982.17
Roswell,GA,303,9133.26
Ronda,NC,301,3123.67
Madison,IN,301,7190.52
Mansfield,OH,301,9650.51
Milton,FL,301,10556.13
"Rancho Palos Verdes",CA,299,33938.52
Roswell,NM,299,10999.18
Greenfield,IN,299,8488.81
Chester,SC,298,5313.96
Hampden,ME,297,10583.54
Mantua,NJ,297,5807.52
Paynesville,MN,297,13906.53
Portland,ME,297,18214.97
Cadillac,MI,296,9486.17
Hingham,MA,296,7771.59
Iuka,IL,296,10573.79
Lucama,NC,296,11602.08
Huntingburg,IN,294,8853.53
"La Fargeville",NY,294,5431.71
Phoenix,NY,294,5269.61
Dumfries,VA,294,5052.46
Bulverde,TX,293,8923.23
"Clear Lake",MN,293,4522.73
Elgin,TX,293,9090.88
Windsor,CA,293,14734.62
Culloden,GA,292,3770.77
Doniphan,MO,292,7888.64
Estero,FL,292,9122.06
Ossining,NY,292,15711.38
Mosheim,TN,291,10186.79
Antioch,TN,291,11777.23
"East Sparta",OH,291,8536.04
Cambridge,OH,290,8547.78
"Clifton Springs",NY,289,24088.01
"San Andreas",CA,289,5803.63
Tapei,Taiwan,289,9581.73
Guilford,CT,289,7917.01
Lebanon,CT,289,9163.06
Lebanon,NJ,289,21913.17
Mathis,TX,288,22809.64
Monterey,CA,288,3988.38
Caldwell,NJ,288,39838.32
"Saint Joseph",MN,288,9912.72
Stanwood,WA,287,9114.58
Guymon,OK,287,3315.39
Issaquah,WA,286,24490.41
Leesburg,VA,286,27426.99
Lincoln,RI,286,26973.51
"Malad City",ID,286,5792.28
"White Hall",AR,285,4172.19
Wilmette,IL,285,12404.88
Alexander,AR,284,12473.00
Provo,UT,283,9128.78
Hillsborough,NJ,282,11980.90
Maud,TX,282,6234.92
Capac,MI,282,3640.34
Germantown,TN,281,6304.64
Grantville,PA,281,8223.08
"Penn Run",PA,281,7027.88
Lynnwood,WA,280,10778.26
"Panorama City",CA,280,39249.44
"Boise City",OK,280,9253.34
Cheboygan,MI,280,4062.90
Bloomfield,NJ,279,9511.91
Centerville,MA,278,13483.71
Clarksdale,MS,278,4183.62
Delaplane,VA,278,6800.83
"Huntington Beach",CA,278,18095.43
Kyle,TX,278,54258.21
Rigby,ID,277,6229.23
"Sun City",CA,277,10571.11
Syracuse,NE,277,5817.96
Baytown,TX,276,14275.12
"Chevy Chase",MD,276,11068.96
"Wolfe City",TX,274,3853.09
Sterling,NE,273,12784.92
Ute,IA,272,5375.49
Wilburton,OK,272,3571.83
Oneonta,AL,272,3045.51
"Grover Hill",OH,271,9705.19
"North Charleston",SC,271,9640.42
Oxford,MD,271,20568.55
Pomeroy,OH,271,3777.31
Sharon,MA,271,21055.00
Bellevue,WA,271,19189.60
"Red Bank",NJ,270,15940.08
Tryon,NC,270,26897.70
"West Hartford",CT,270,8829.60
"New Matamoras",OH,269,6368.48
Franklinville,NJ,269,7241.23
"Bonney Lake",WA,268,10546.60
Osterville,MA,268,17844.10
"Aliso Viejo",CA,267,8296.53
Benson,NC,267,10580.11
"Council Hill",OK,267,5379.58
Crenshaw,MS,266,3661.58
Crumpler,NC,266,15795.64
Wexford,PA,266,3604.77
Macomb,MI,266,21297.47
Bergheim,TX,265,5101.27
Broomfield,CO,265,10719.75
Dublin,GA,265,3605.35
Bayonne,NJ,264,13085.71
Rochester,MI,264,9843.87
Springwater,NY,263,19210.02
Henniker,NH,263,4649.31
Keene,TX,263,5591.10
Carpentersville,IL,263,3514.69
"Santo Domingo","Dominican Republic",262,9187.95
"Machesney Park",IL,262,8440.23
Montgomery,IN,262,12142.74
Merchantville,NJ,261,3773.42
Corinth,MS,261,3177.63
Somerville,TN,261,18086.78
Woodbury,TN,261,4754.73
Oolitic,IN,260,6261.90
Eugene,OR,260,17260.93
Beijing,China,259,11527.53
Bremerton,WA,258,6944.08
"West Chester",PA,258,20068.54
Lutz,FL,258,12644.69
"Pike Road",AL,258,13177.03
Pueblo,CO,257,17108.64
Riverton,IL,256,8180.72
Colwich,KS,256,2707.45
Dequincy,LA,256,5301.52
Heflin,LA,256,14994.66
Marrero,LA,256,11050.99
Naugatuck,CT,255,5653.82
Olga,WA,255,11442.10
Calgary,Canada,255,10202.43
"Fort Jones",CA,255,4810.42
Bogalusa,LA,254,9772.83
Gilroy,CA,254,18874.11
Seoul,"South Korea",253,9813.96
Elko,NV,252,8627.64
Beulah,ND,251,10005.83
"Beverly Hills",CA,251,7577.75
Goshen,IN,251,4494.34
"Center Barnstead",NH,250,4513.83
Edmond,OK,250,8011.25
Woburn,MA,250,18671.03
Victoria,TX,249,5668.58
Boise,ID,249,14815.00
Evansville,IN,249,15635.98
Firth,ID,249,3734.40
Freehold,NY,249,3545.34
Haymarket,VA,249,9804.93
"Ozone Park",NY,249,15922.81
Richland,MS,248,6286.51
"Saint Clairsville",OH,248,10733.41
Salem,OR,247,8534.98
Walden,NY,247,4560.11
Wellington,OH,247,12725.03
Kennewick,WA,247,5893.63
"North Bend",OR,247,10501.20
"Little Elm",TX,246,3506.73
Auburn,NH,246,15869.41
Cassville,MO,246,8362.55
Seymour,IL,245,5540.97
Unionville,IN,244,2524.06
Zion,IL,244,22740.00
Bullock,NC,244,12121.38
Acapulco,Mexico,243,6030.03
Genesee,ID,243,12171.64
Riverdale,IL,243,8770.96
Stanwood,IA,243,5512.18
"Kailua Kona",HI,243,23107.01
"New Marshfield",OH,243,9013.26
Jay,OK,242,4751.24
"Commerce Township",MI,242,8008.76
Fenton,MO,242,19407.72
Covina,CA,241,9791.44
"University Place",WA,241,8707.57
Vienna,GA,240,4577.65
"Horse Shoe",NC,240,6732.07
Leicester,NC,240,6605.92
"North Wilkesboro",NC,240,4920.20
Cottonwood,CA,240,5104.34
Fargo,ND,240,14067.67
Conroe,TX,239,14103.30
Cumberland,VA,239,16759.38
Ellettsville,IN,239,3962.19
Emeryville,CA,239,6949.74
Prattville,AL,239,22521.07
Sanford,NC,239,5615.55
Millersburg,OH,239,7963.60
"Happy Valley",OR,238,5495.30
"Hopewell Junction",NY,238,11340.63
"Menlo Park",CA,238,14179.00
Neenah,WI,238,13122.44
Birchwood,WI,238,12967.46
Fleischmanns,NY,238,4876.81
Redmond,WA,238,16356.90
Roscoe,IL,237,2124.70
Howells,NE,237,2742.50
Irvington,NJ,237,3040.88
Golden,CO,237,15661.96
Auburn,GA,236,3555.67
Breese,IL,236,11428.36
Cable,WI,236,11493.10
Colchester,CT,236,19829.15
"Glade Valley",NC,236,5219.96
"Saint Albans",VT,236,7103.44
"South Bend",IN,236,19741.20
Springboro,OH,236,19143.57
Laconia,NH,236,4749.19
Picayune,MS,236,3318.92
Millbrae,CA,235,5451.76
Bristol,CT,235,11357.19
"Circle Pines",MN,234,13402.71
Gatlinburg,TN,234,3443.69
Millbrook,AL,234,5964.40
Alexandria,IN,233,18835.75
"Tunnel Hill",GA,233,13879.00
Roslyn,NY,232,26220.89
"Switz City",IN,232,8743.49
Hampton,GA,232,7283.05
Oxford,MA,232,1983.77
Bogota,Colombia,232,9789.15
Contoocook,NH,232,6672.55
Calverton,VA,231,2734.49
Downey,ID,231,2939.04
Putnam,CT,231,6640.39
Richmond,TX,231,10074.18
Muskego,WI,231,15619.18
"Oak Ridge",TN,231,4847.07
Paramus,NJ,231,4180.14
Indio,CA,230,10155.98
"Salt Rock",WV,230,3885.09
"San Marcos",CA,230,11349.18
Raeford,NC,229,7277.10
Villas,NJ,229,4818.92
Colton,CA,229,5067.52
"Horn Lake",MS,229,5583.46
Pelham,AL,229,1418.11
Reedley,CA,228,4155.50
Beaumont,CA,228,3996.65
Celeste,TX,228,5246.41
Bethlehem,CT,227,25316.98
Conway,SC,227,13078.50
"Gold Hill",OR,227,11563.84
Newport,VT,227,11056.69
Lumberton,NC,226,2271.59
Beaver,WV,226,3999.79
Greenville,ME,226,4592.63
Truckee,CA,226,16472.90
Topeka,KS,225,8776.06
Batavia,OH,225,3507.24
Grace,ID,225,2784.59
Dulac,LA,223,10510.36
Gause,TX,223,4277.75
Lockport,NY,223,14525.89
Orange,CT,222,13371.38
Ainsworth,IA,222,9905.48
"Fort Thomas",KY,222,5224.38
"Rancho Cordova",CA,222,15023.45
Springvale,ME,222,8697.09
Salisbury,MD,221,6193.33
Venetia,PA,221,3269.15
Hampton,NH,221,13877.88
Scottsville,NY,220,3248.55
"San Miguel",NM,219,3006.98
Marvell,AR,219,18884.56
Newport,KY,219,4420.39
Fairfax,VA,219,23565.91
"Deer Lodge",TN,218,3857.37
Taylorsville,KY,218,3587.64
Wapakoneta,OH,218,11584.10
Warrington,PA,218,25488.07
Mason,WI,218,13819.76
Downey,CA,217,26482.07
"Rock Hill",SC,217,10454.33
"Sandy Hook",CT,217,9637.56
Plattekill,NY,216,19099.32
Rolla,MO,216,11846.63
Salinas,CA,216,8432.65
Coronado,CA,216,3894.53
"Banner Elk",NC,215,10336.15
Brandon,WI,215,9966.14
Lockport,IL,215,6691.45
Melvindale,MI,215,3008.78
Milton,MA,215,18409.40
Jamul,CA,214,5114.31
Beaumont,TX,214,17233.46
Eaton,IN,214,12171.09
Rome,Italy,214,10375.10
Sylmar,CA,214,12353.64
Tallassee,AL,214,1389.20
Wahiawa,HI,214,11557.44
Vallejo,CA,213,8504.34
Walterboro,SC,213,3787.09
Rimersburg,PA,212,4548.51
Magnolia,OH,212,1854.36
Elverson,PA,211,4411.69
Derry,PA,210,16440.00
Garysburg,NC,210,16140.00
"White Hall",IL,210,3674.00
Oakwood,OH,210,2310.70
"Old Fort",NC,209,3817.96
Orangeburg,SC,209,10195.78
Abingdon,MD,209,5582.70
"North Fort Myers",FL,208,7775.59
Chelsea,MI,207,4312.20
Elkridge,MD,206,11287.69
Jerusalem,Israel,206,6228.44
Piggott,AR,206,5253.95
Redding,CA,206,16495.09
Salina,OK,206,3369.00
Sorrento,FL,206,3685.04
"Sauk Rapids",MN,205,12149.70
Stow,OH,205,8951.86
Vicksburg,MS,205,26548.21
Grantham,PA,205,14467.84
Lampasas,TX,205,9496.70
"Long Valley",NJ,205,5676.13
"Lake Grove",NY,204,3368.32
Pellston,MI,204,3568.25
"Pine Mountain Club",CA,204,3143.01
Badger,IA,204,12275.93
Estherville,IA,204,4029.53
"Fuquay Varina",NC,204,12246.57
"Grosse Pointe",MI,204,7384.06
Edinburg,TX,203,12300.46
"Palatine Bridge",NY,202,1348.47
"Shingle Springs",CA,202,3016.86
Taylor,MI,202,21127.11
Yakima,WA,202,4571.61
Warminster,PA,201,21644.90
Wynne,AR,201,2622.94
Carthage,NC,201,6378.64
Florissant,MO,201,5261.09
Higley,AZ,201,7270.33
Melville,NY,200,12519.99
Bentley,KS,200,4039.23
Clyde,NY,200,6902.37
Goldsboro,NC,200,9013.29
Bradley,IL,199,17271.66
Wausau,WI,199,4303.86
Marana,AZ,199,6511.39
"Michigan City",IN,199,11622.24
Livonia,MI,198,11855.30
Clarkston,GA,198,20128.99
Dublin,Ireland,198,5475.00
Easley,SC,198,11257.62
Waynesboro,PA,198,12573.19
Austin,MN,197,16676.99
Centre,AL,196,2730.96
"Chapel Hill",NC,196,5557.01
"Eagle Point",OR,196,20989.72
"Lake Junaluska",NC,196,6346.05
"Mc Lean",VA,196,15725.03
Peoria,IL,196,13507.62
Holgate,OH,195,10358.60
Dennis,MA,195,11444.91
"Rock Falls",IL,195,4446.56
Wilmington,NC,195,25423.33
Rossville,IN,194,2912.59
Wynnewood,OK,194,8595.78
Hazelwood,MO,194,14191.00
Greenville,TX,194,7282.38
"Royse City",TX,193,8686.43
"Imperial Beach",CA,193,12393.51
"Le Roy",IL,193,7448.41
"New Haven",CT,193,12592.63
Okolona,MS,193,14064.53
Oxnard,CA,192,8266.19
Cloverport,KY,192,3255.40
Denton,TX,192,18379.12
Princeton,MA,192,1697.76
Watertown,SD,192,7771.53
"West Stewartstown",NH,191,5953.75
Lewiston,ID,191,9089.37
Loudonville,OH,191,4300.15
Midlothian,VA,191,5088.39
Morris,AL,191,12736.39
"New Berlin",IL,191,11516.12
Amityville,NY,191,22243.48
Camden,NJ,191,13336.37
Cornell,WI,191,3800.12
Bunnlevel,NC,190,6775.80
Shanghai,China,190,6024.09
Toomsuba,MS,190,7773.89
Westlake,LA,190,15555.22
Wildersville,TN,190,6208.47
Hillsboro,OR,190,2881.74
Onawa,IA,190,4243.31
Lumberton,MS,189,299.91
Manila,Philippines,189,5071.89
Daingerfield,TX,189,2986.85
"Salt Point",NY,189,9779.62
"Scotts Valley",CA,189,5759.92
Wilson,AR,189,1687.70
"Prairie Village",KS,188,5903.64
"Lake In The Hills",IL,188,8129.46
Alexandria,VA,188,25025.52
Carmel,IN,188,11267.63
Elmont,NY,188,54060.16
Glasco,NY,188,9128.38
Creedmoor,NC,187,6009.19
"District Heights",MD,187,6554.54
"Mount Ulla",NC,187,2765.00
Malden,MA,186,8525.56
Menifee,CA,186,16445.03
Athens,Greece,186,6747.63
"Battle Creek",NE,186,3725.27
Buda,TX,186,4599.35
"East Amherst",NY,186,9901.43
Gheens,LA,186,8957.06
Greenwood,MS,186,12699.91
Berkeley,CA,185,8483.78
Eltopia,WA,185,2767.90
"Plant City",FL,185,16096.99
Jamestown,IN,185,1501.79
Lansing,MI,185,11757.98
Astoria,NY,184,18997.97
"Big Cove Tannery",PA,184,6494.47
Chaparral,NM,184,7167.53
"Fort Dix",NJ,184,2901.30
"American Fork",UT,183,5613.53
Avon,IN,183,12183.10
"Huntington Park",CA,183,17010.64
"Laguna Hills",CA,183,11120.91
Leipsic,OH,183,3030.76
Southaven,MS,183,6181.38
"Post Falls",ID,182,7626.84
"Valley Springs",CA,182,6059.62
Fayette,AL,182,2597.63
Maiden,NC,182,5649.56
Ontario,NY,182,3549.72
"Mount Union",PA,181,9956.05
"Coal City",IN,181,2889.76
Conrath,WI,181,2971.51
Aynor,SC,180,10211.81
Gillette,WY,180,7721.92
Poway,CA,180,3561.51
Prescott,AZ,180,15741.37
Hamburg,AR,180,2376.29
Newtown,CT,180,9852.12
"New Paltz",NY,179,10716.47
Newark,OH,179,3943.93
Sagle,ID,179,6951.03
"Cedar Falls",IA,178,15740.88
"Connellys Springs",NC,178,3439.62
Kenton,KY,178,3847.56
"North Fork",CA,178,7020.08
Palatine,IL,178,5437.33
Hinsdale,IL,177,26822.95
"Lake Preston",SD,177,4934.07
Middletown,IL,177,12802.27
Peebles,OH,177,5295.20
Sewickley,PA,177,2477.83
Roosevelt,NY,176,11531.79
Sebring,FL,176,11963.89
Kent,OH,176,8885.67
Keokuk,IA,176,11646.56
Mcallen,TX,176,14936.74
Arkoma,OK,176,2680.54
Blaine,TN,176,2305.20
Brockton,MA,176,5505.13
Campbellton,FL,176,16000.00
Destin,FL,176,5305.40
Elko,GA,176,3566.14
