merchant_city,merchant_state,jumlah_transaksi,total_volume,avg_transaksi
Danielsville,GA,906,34852.22,38.468234
Suffolk,VA,905,35499.55,39.226022
"New Bremen",OH,905,65853.23,72.766000
Kirkville,NY,903,10301.67,11.408272
"Eight Mile",AL,902,29966.17,33.221918
Lavallette,NJ,902,36045.05,39.961253
Gooding,ID,899,44832.11,49.868865
"Twin Falls",ID,897,31639.21,35.272252
Texarkana,TX,895,28082.95,31.377598
"High Point",NC,895,37127.66,41.483419
"Carmel Valley",CA,895,39957.20,44.644916
Kimberly,WI,894,25486.76,28.508680
Princeton,NJ,894,11530.41,12.897550
Manassas,VA,893,39606.23,44.351881
"Rural Valley",PA,892,360.80,0.404484
"Wichita Falls",TX,889,45340.55,51.001744
Rush,NY,888,56637.83,63.781340
Lewisville,TX,888,36294.16,40.871802
Middleton,WI,886,17364.55,19.598815
"New Bloomfield",MO,885,33204.26,37.518938
"New Orleans",LA,879,34997.41,39.815028
"New Brunswick",NJ,878,23717.13,27.012677
Barbourville,KY,878,59612.76,67.896082
"San Angelo",TX,878,71131.59,81.015478
"Mexico City",Mexico,872,32085.92,36.795780
Mamaroneck,NY,870,61547.22,70.743931
Florence,SC,868,27005.30,31.112097
Milton,PA,865,25576.39,29.568081
Merrill,WI,863,19873.96,23.028922
Pittsburg,CA,863,80554.61,93.342538
Raymore,MO,863,35802.97,41.486640
"Fountain City",IN,863,9150.41,10.603024
Vernon,AL,863,3670.38,4.253048
Westminster,SC,863,30929.47,35.839479
Bloomington,IN,861,19439.76,22.578118
Belgrade,ME,860,40837.50,47.485465
Woodbridge,VA,858,49407.73,57.584767
Shelbyville,IN,857,22292.50,26.012252
"Jersey City",NJ,857,26604.16,31.043361
Mckeesport,PA,857,18642.45,21.753151
Claypool,IN,855,16885.80,19.749474
Skiatook,OK,854,20054.07,23.482518
Amherst,OH,853,7968.58,9.341829
"Monterey Park",CA,851,31860.18,37.438519
Hubbard,OH,848,40740.33,48.042842
Kokomo,IN,848,24655.19,29.074517
Kerhonkson,NY,847,1229.69,1.451818
Massillon,OH,847,28327.70,33.444746
Burley,ID,847,24419.88,28.831027
Nixa,MO,846,26471.55,31.290248
Dover,OH,845,18821.28,22.273704
Billings,MT,843,12786.37,15.167699
Greensburg,PA,843,29675.80,35.202610
Union,NJ,843,49532.37,58.757260
Manasquan,NJ,839,10028.07,11.952408
"Fort Gibson",OK,838,24662.52,29.430215
Chesterfield,MO,838,21852.37,26.076814
Hampstead,MD,837,51511.24,61.542700
"Boca Raton",FL,834,36023.98,43.194221
Urbandale,IA,833,45434.12,54.542761
Lenoir,NC,832,42171.30,50.686659
Alcoa,TN,830,46296.04,55.778361
Eastford,CT,829,51702.20,62.366948
"Saint Albans",WV,828,19544.68,23.604686
Republic,OH,828,34481.92,41.644831
"Mount Vernon",OH,826,22846.14,27.658765
"Newton Grove",NC,824,68019.48,82.547913
Gonzales,TX,824,26925.50,32.676578
Hartsdale,NY,824,35967.13,43.649430
Spencerport,NY,823,50198.46,60.994484
Woodmere,NY,823,36764.70,44.671567
"Balch Springs",TX,823,11781.65,14.315492
Pinehurst,NC,822,44145.98,53.705572
Ridgewood,NY,820,29003.74,35.370415
Trion,GA,818,8816.74,10.778411
Douglassville,PA,818,29264.13,35.775220
Stanford,KY,815,18867.70,23.150552
Poca,WV,810,17388.64,21.467457
Bumpass,VA,808,64865.02,80.278490
Augusta,GA,806,33317.48,41.336824
Orrville,OH,805,9204.74,11.434460
Loganville,GA,803,28933.46,36.031706
Lucedale,MS,803,66988.31,83.422553
Delavan,WI,803,22092.73,27.512740
Angier,NC,796,22586.54,28.375050
Batavia,IL,795,38047.86,47.858943
"New Castle",IN,795,36752.76,46.229887
Muskogee,OK,790,29903.19,37.852139
"White Plains",NY,790,36984.28,46.815544
Midland,TX,789,31042.78,39.344461
"North Las Vegas",NV,787,45480.47,57.789670
Coshocton,OH,786,30677.23,39.029555
"Howard Beach",NY,786,32254.44,41.036183
Kailua,HI,785,45703.87,58.221490
Miltona,MN,783,43243.18,55.227561
"Iron Mountain",MI,780,26115.51,33.481423
"West Harrison",NY,778,51577.25,66.294666
Glendale,AZ,777,37417.17,48.155946
Odenville,AL,776,8723.51,11.241637
"Whites Creek",TN,773,16590.63,21.462652
Binghamton,NY,769,84498.57,109.881105
Dayton,KY,769,20539.35,26.709168
"Cabo San Lucas",Mexico,766,23293.62,30.409426
Trenton,NJ,764,35492.44,46.456073
"Upper Sandusky",OH,764,45235.28,59.208482
"Florham Park",NJ,763,37951.16,49.739397
"Le Mars",IA,763,24629.35,32.279620
Pleasantville,NJ,763,19883.58,26.059738
Franklin,TX,761,25778.72,33.874796
Lincoln,NE,759,42378.90,55.835178
Navarre,FL,759,30475.55,40.152240
Bennett,CO,758,26153.40,34.503166
Murrieta,CA,757,44199.46,58.387662
Ludington,MI,755,21635.13,28.655801
Woonsocket,SD,750,44623.34,59.497787
Pomona,CA,746,33031.45,44.278083
"North Richland Hills",TX,745,44063.99,59.146295
Crestview,FL,745,20694.07,27.777275
Summerville,GA,743,21188.78,28.517873
"League City",TX,743,28737.50,38.677658
Jessup,MD,740,40882.94,55.247216
Independence,OH,738,27927.98,37.842791
Hudson,IL,733,52855.74,72.108786
Crestline,OH,733,18874.70,25.749932
Decatur,IL,731,26786.60,36.643776
Fenton,MI,731,41552.07,56.842777
Pinole,CA,729,44148.77,60.560727
Ferdinand,IN,727,32809.99,45.130660
"West Sacramento",CA,727,27894.81,38.369752
Prichard,WV,726,22002.47,30.306433
Grantville,GA,726,61728.90,85.026033
Laurel,MD,726,31503.66,43.393471
Savannah,GA,724,25103.24,34.672983
Freeport,PA,722,28777.31,39.857770
Holland,MI,722,37280.07,51.634446
Parma,MO,722,23900.46,33.103130
Solon,IA,720,24469.20,33.985000
Corona,CA,719,37425.05,52.051530
Patterson,LA,718,25056.93,34.898231
"Gwynn Oak",MD,718,18980.58,26.435348
Harrison,MI,717,13507.14,18.838410
Billings,OK,717,69280.00,96.624826
"West Plains",MO,713,11591.79,16.257770
Wheeling,IL,712,27189.50,38.187500
"Palisades Park",NJ,712,23685.61,33.266306
"High Springs",FL,709,21693.61,30.597475
Springfield,OH,708,18719.09,26.439393
Bellaire,TX,707,39002.34,55.165969
"Columbia City",IN,707,32675.37,46.216931
Franconia,NH,706,27314.01,38.688399
Andrews,SC,705,21940.86,31.121787
Mokena,IL,704,41008.49,58.250696
"North Lawrence",OH,703,14840.88,21.110782
Farmington,MI,703,46082.50,65.551209
"South Ozone Park",NY,702,142030.78,202.323048
Novato,CA,701,37135.42,52.974922
Mansfield,MA,698,34637.73,49.624255
Scituate,MA,698,70488.69,100.986662
"Black Diamond",WA,697,40140.37,57.590201
Muldrow,OK,696,48864.35,70.207399
Richmond,VT,694,24313.62,35.034035
"Rocky River",OH,694,24685.93,35.570504
Medford,NY,693,41021.59,59.194214
Lynwood,CA,692,17389.65,25.129552
Conover,NC,692,23843.60,34.456069
"David City",NE,691,27779.91,40.202475
Clinton,MI,689,18401.84,26.708041
Littleton,CO,688,18071.08,26.266105
Clifton,NJ,686,11650.08,16.982624
Channelview,TX,684,80726.97,118.021886
Hyattsville,MD,683,33335.66,48.807701
Warren,OH,682,30061.20,44.078006
Reno,NV,680,30378.51,44.674279
Blackwood,NJ,678,45479.36,67.078702
Monroe,CT,677,38555.58,56.950635
"Township Of Washington",NJ,677,31050.21,45.864417
Woodbine,NJ,674,22988.35,34.107344
"Arlington Heights",IL,674,67271.16,99.808843
Banning,CA,674,11518.62,17.089941
"Canal Fulton",OH,674,35572.70,52.778487
Mulberry,FL,674,26770.42,39.718724
"Saint George",UT,673,18213.56,27.063239
Ames,IA,673,32830.76,48.782704
Thackerville,OK,672,109106.92,162.361488
Louisville,TN,670,33399.59,49.850134
"Marion Center",PA,670,19803.50,29.557463
Marshfield,MA,670,32956.83,49.189299
Portage,WI,670,26713.18,39.870418
Westfield,NC,669,19779.58,29.565889
Chandler,TX,668,29844.22,44.676976
Mckinney,TX,667,55815.18,83.680930
Shelbyville,KY,666,27726.61,41.631547
"Poplar Bluff",MO,664,11132.88,16.766386
Candor,NY,659,33301.60,50.533536
Gretna,LA,659,38004.76,57.670349
Waimanalo,HI,656,43671.17,66.571905
"Pleasant Grove",UT,653,27050.56,41.425054
Claremont,NC,652,25293.99,38.794463
Cowansville,PA,651,27768.23,42.654731
Hebbronville,TX,650,50738.80,78.059692
Sherman,TX,649,24773.84,38.172327
Cedarburg,WI,647,34487.77,53.304127
Randolph,ME,646,26420.00,40.897833
Canton,GA,645,39496.22,61.234450
Barnstable,MA,644,25255.63,39.216817
Decatur,GA,644,16623.52,25.812919
Sullivan,MO,644,40946.89,63.582127
Mosinee,WI,637,20639.59,32.401240
Franklin,WI,635,40568.33,63.887134
Greenville,NC,635,30442.39,47.940772
Elmira,NY,634,42072.31,66.360110
Gastonia,NC,633,5825.22,9.202559
"Mountlake Terrace",WA,632,19881.65,31.458307
Bristol,NH,632,26441.78,41.838259
"Cuyahoga Falls",OH,631,11398.34,18.063930
Somerville,AL,631,25874.53,41.005594
Westminster,CO,631,63862.31,101.208098
Oakdale,LA,631,13398.22,21.233312
"La Mirada",CA,628,26695.54,42.508822
"Boulder Creek",CA,625,71988.94,115.182304
"North Bend",NE,624,17352.80,27.808974
York,NE,624,19357.32,31.021346
Edgerton,WI,623,24047.07,38.598828
Trinidad,CA,623,21531.65,34.561236
Littleton,MA,622,46320.00,74.469453
Alta,IA,622,20394.95,32.789309
Dedham,MA,621,20778.52,33.459775
Wyoming,MI,621,30886.69,49.737021
Charlevoix,MI,620,9108.53,14.691177
Caldwell,OH,618,27102.73,43.855550
"Little Neck",NY,618,44203.42,71.526570
Louisville,MS,617,28910.97,46.857326
Bloomfield,IN,615,16391.11,26.652211
Ortonville,MI,603,78142.08,129.588856
Berlin,Germany,600,21951.91,36.586517
Springfield,KY,599,15152.11,25.295676
Purcell,OK,598,27475.58,45.945786
"Roan Mountain",TN,597,10075.95,16.877638
Suring,WI,594,30362.56,51.115421
"Lake Orion",MI,593,23129.06,39.003474
Lordsburg,NM,592,12881.89,21.759949
Henderson,TX,591,27351.26,46.279628
Brownwood,TX,589,24867.75,42.220289
Ashburn,VA,587,23377.88,39.826031
"Staten Island",NY,587,63850.63,108.774497
Sterling,IL,587,3897.95,6.640460
Luverne,AL,586,45412.43,77.495614
Hallandale,FL,585,72011.78,123.097060
Aberdeen,MD,585,20060.69,34.291778
Almont,MI,585,10071.18,17.215692
Spotsylvania,VA,583,52400.11,89.880120
Chardon,OH,582,42290.19,72.663557
Highlands,NC,582,26758.90,45.977491
Montreal,Canada,581,14984.62,25.791084
Hitchcock,TX,580,17440.31,30.069500
"North Chili",NY,579,14585.93,25.191589
Etowah,NC,578,30987.47,53.611540
Longmont,CO,577,39106.68,67.775875
Calistoga,CA,576,16835.91,29.229010
Morrisville,NC,574,40372.89,70.336045
Jacksonville,AR,572,26983.90,47.174650
Kalamazoo,MI,571,29229.31,51.189685
Pierceton,IN,570,20280.18,35.579263
Freeport,NY,569,21732.95,38.194991
Arlington,MA,569,36834.79,64.736011
Paradise,CA,568,19780.91,34.825546
"Oak View",CA,564,748.33,1.326826
Venus,TX,564,17712.54,31.405213
Elmer,NJ,563,23027.15,40.900799
"Highland Park",MI,563,8323.64,14.784440
Edmonds,WA,562,30958.94,55.087082
Atlanta,TX,562,30976.43,55.118203
Columbia,TN,562,17675.09,31.450338
Williamsburg,KY,562,13109.23,23.326032
Tucker,GA,561,17060.10,30.410160
Hillsboro,IL,561,22005.66,39.225775
Challis,ID,560,18848.06,33.657250
"Great Barrington",MA,559,12985.30,23.229517
Harwood,MD,559,38591.69,69.037013
Frisco,TX,558,39359.61,70.536935
Elkhart,IN,556,17107.08,30.768129
"Laurel Hill",NC,556,12848.01,23.107932
Slovan,PA,554,13963.32,25.204549
Adrian,MI,554,30681.35,55.381498
Passaic,NJ,553,20628.76,37.303363
Rutledge,TN,553,13369.96,24.177143
"Kew Gardens",NY,552,15954.77,28.903569
Lebanon,IN,552,28674.18,51.945978
"Fort Wayne",IN,551,22835.20,41.443194
Bernalillo,NM,551,15353.17,27.864192
Burlingame,CA,550,9513.70,17.297636
Burlington,WA,550,23796.62,43.266582
"Sun Valley",NV,549,34569.67,62.968434
Canton,OH,545,12622.45,23.160459
Wilmer,TX,544,15900.67,29.229173
Delphos,OH,543,17148.12,31.580331
Lancaster,OH,543,16787.70,30.916575
Stapleton,GA,542,9420.26,17.380554
Madison,OH,542,11313.96,20.874465
Lapel,IN,540,21952.23,40.652278
"Lees Summit",MO,539,21891.18,40.614434
Bellaire,OH,535,16919.69,31.625589
"Lost Creek",WV,533,18203.64,34.153171
Springfield,MO,532,26008.56,48.888271
Allenton,MI,531,13999.15,26.363748
Fernwood,ID,531,16429.43,30.940546
Clovis,CA,529,16876.44,31.902533
Winterville,NC,528,19924.92,37.736591
Narberth,PA,525,14616.43,27.840819
Highland,MI,524,30571.26,58.342099
Alameda,CA,523,37475.75,71.655354
"Delray Beach",FL,520,16458.67,31.651288
Fisher,IL,520,4514.07,8.680904
Ronkonkoma,NY,520,34682.45,66.697019
Morganton,NC,519,55942.95,107.789884
"Fort Knox",KY,519,11851.48,22.835222
Cochranville,PA,516,27110.54,52.539806
Donaldsonville,LA,516,15765.86,30.553992
"Spring Valley",CA,515,12407.59,24.092408
"New Windsor",NY,513,10965.08,21.374425
Colfax,WI,512,19042.08,37.191563
Fillmore,CA,512,16448.11,32.125215
Jerome,ID,512,22494.63,43.934824
Youngstown,OH,510,31262.89,61.299784
Rainsville,AL,509,17582.85,34.543910
Waterbury,CT,504,26328.05,52.238194
"Pleasant Valley",NY,502,30948.60,61.650598
Toronto,Canada,501,17820.44,35.569741
"Mc Leansboro",IL,499,7503.15,15.036373
Berea,OH,494,21696.11,43.919251
Highland,NY,494,32120.29,65.020830
Carpinteria,CA,493,33045.12,67.028641
Centralia,WA,493,16056.54,32.569047
Sutersville,PA,493,14374.60,29.157404
Greeneville,TN,492,13330.50,27.094512
Evanston,IL,491,18852.72,38.396578
"The Villages",FL,491,8042.73,16.380305
Bismarck,ND,490,19801.71,40.411653
London,"United Kingdom",488,19456.42,39.869713
"Show Low",AZ,485,7509.24,15.482969
Paris,France,483,18037.23,37.344161
"Newport Beach",CA,481,21068.47,43.801393
Carleton,MI,481,16699.51,34.718316
Cushing,OK,481,22903.29,47.615988
Portageville,MO,480,12716.28,26.492250
Colcord,OK,479,16859.99,35.198309
Larchmont,NY,479,20569.92,42.943466
"Palo Alto",CA,478,16165.28,33.818577
Redford,MI,478,14602.60,30.549372
Syracuse,UT,478,12406.82,25.955690
Rosharon,TX,477,17326.40,36.323690
Columbia,MS,477,20115.62,42.171111
"New Rochelle",NY,476,19016.39,39.950399
"South Houston",TX,475,22615.43,47.611432
"Morgan Hill",CA,474,34634.08,73.067679
Fitzgerald,GA,474,1371.70,2.893882
Endicott,NY,473,10968.16,23.188499
Gardena,CA,473,25034.71,52.927505
Washington,IN,472,7539.90,15.974364
Caledonia,OH,472,11681.20,24.748305
Danville,VA,472,19629.99,41.588962
Newland,NC,471,29451.56,62.529851
Pittsfield,NH,470,23558.76,50.125021
"Mount Pleasant",PA,469,8187.98,17.458380
"Keystone Heights",FL,466,15495.42,33.251974
"Sunland Park",NM,466,8955.32,19.217425
Rumney,NH,465,9342.05,20.090430
"South Beloit",IL,465,13803.49,29.684925
Atwater,CA,464,22458.42,48.401767
Bakersville,NC,464,10910.16,23.513276
Holden,ME,464,25223.90,54.361853
"Short Hills",NJ,461,28583.30,62.002820
Geneva,IN,458,13076.35,28.550983
Englewood,FL,457,3586.17,7.847199
Rochester,NY,457,42947.63,93.977309
Muse,PA,457,13216.90,28.921007
Naperville,IL,456,46214.18,101.346886
Clarksville,TN,456,12411.98,27.219254
Owego,NY,452,9704.48,21.470088
Anderson,SC,449,39968.54,89.016793
Bangor,PA,448,18744.16,41.839643
"Big Bear Lake",CA,448,20294.45,45.300112
Richardson,TX,447,23514.18,52.604430
"Far Rockaway",NY,447,12691.40,28.392394
Guadalajara,Mexico,447,18107.82,40.509664
Lyndonville,VT,447,14238.03,31.852416
Hardinsburg,KY,446,1353.06,3.033767
Flagstaff,AZ,445,15803.65,35.513820
Tokyo,Japan,445,20115.79,45.204022
Apex,NC,443,30062.36,67.860858
"Capitol Heights",MD,442,14032.85,31.748529
Burney,CA,440,16812.73,38.210750
Avon,OH,439,8945.53,20.377062
Schriever,LA,439,6470.81,14.739886
Tuscaloosa,AL,439,14832.84,33.787790
Wagoner,OK,439,16980.69,38.680387
Joliet,IL,439,15797.06,35.984191
Hammond,LA,438,11562.69,26.398836
Blackville,SC,438,17775.49,40.583311
Brentwood,NY,436,27843.08,63.860275
Hull,TX,436,1273.22,2.920229
Maryville,MO,435,12437.59,28.592161
Coushatta,LA,434,21902.57,50.466751
Wayland,MA,432,34980.69,80.973819
Fruita,CO,432,4547.05,10.525579
Hamtramck,MI,432,16676.26,38.602454
"Kennett Square",PA,431,37373.81,86.714176
Lancaster,SC,431,22766.75,52.823086
"Glen Burnie",MD,430,36195.04,84.174512
Moorpark,CA,428,21658.52,50.604019
Versailles,KY,428,28475.57,66.531706
Somerset,CA,427,17612.96,41.248150
Euclid,OH,427,10354.54,24.249508
"North Kingstown",RI,427,23571.08,55.201593
Warrenton,GA,426,16229.12,38.096526
"Spring Hill",KS,425,48614.13,114.386188
Oakfield,NY,424,27314.49,64.420967
Blair,NE,424,31238.79,73.676392
Pryor,OK,423,12219.85,28.888534
Cincinnati,OH,421,19832.37,47.107767
Strongsville,OH,421,28183.87,66.945059
"Lake George",NY,421,12856.76,30.538622
Plymouth,IN,420,12726.93,30.302214
Branford,CT,419,19927.16,47.558854
Bellbrook,OH,418,21139.99,50.574139
Dayton,PA,418,16618.07,39.756148
"Oak Harbor",WA,416,18113.84,43.542885
Warwick,RI,416,36382.92,87.458942
Winston,GA,416,13612.91,32.723341
"Buchanan Dam",TX,415,11710.12,28.217157
"Belle Fourche",SD,414,13982.23,33.773502
Camilla,GA,414,9052.07,21.864903
Dacula,GA,414,18993.48,45.877971
Wantagh,NY,414,49783.99,120.251184
Marshall,MN,414,14758.03,35.647415
Macon,GA,412,16842.82,40.880631
Newington,CT,412,6564.65,15.933617
Boaz,AL,412,13608.18,33.029563
Winthrop,MA,412,21249.14,51.575583
Wewoka,OK,411,14230.58,34.624282
Jackson,GA,411,12504.12,30.423650
Crowder,MS,409,4431.84,10.835795
"Maple Valley",WA,408,21416.60,52.491667
Palmetto,FL,407,21864.46,53.721032
Columbia,MO,407,13002.63,31.947494
Harrison,AR,407,14706.11,36.132948
"Grants Pass",OR,404,22248.25,55.069926
Utica,MI,404,4288.19,10.614332
Southgate,MI,401,16211.32,40.427232
Ingleside,TX,400,29162.03,72.905075
Leland,NC,399,16389.62,41.076742
Brentwood,CA,399,42236.75,105.856516
"Scott Depot",WV,398,8511.56,21.385829
"Culver City",CA,397,10522.76,26.505693
Miami,OK,397,11634.60,29.306297
Dover,NH,396,27977.23,70.649571
Ballwin,MO,395,18336.59,46.421747
"Camano Island",WA,395,9507.78,24.070329
Newton,NC,395,18243.46,46.185975
"Sedro Woolley",WA,395,13217.96,33.463190
Waupaca,WI,394,21562.39,54.726878
Johnstown,OH,394,16563.73,42.039924
Lima,OH,394,12881.85,32.695051
Indialantic,FL,393,14270.88,36.312672
Plano,TX,393,15022.75,38.225827
Englewood,CO,391,23058.39,58.972864
"San Ramon",CA,391,7925.03,20.268619
"Saint Henry",OH,390,23020.13,59.025974
Webster,TX,390,17376.75,44.555769
Norcross,GA,390,26211.87,67.209923
Arcata,CA,390,14556.90,37.325385
Tempe,AZ,389,22106.26,56.828432
Gorham,NH,388,10370.66,26.728505
Blanchard,LA,387,8692.51,22.461266
Charleston,WV,387,12373.42,31.972661
"Stone Mountain",GA,387,14654.83,37.867778
"Oak Park",MN,386,13882.41,35.964793
Merced,CA,385,13313.67,34.580961
Whitefield,NH,385,638.91,1.659506
Holland,IN,385,14153.35,36.761948
Hannibal,NY,384,26707.12,69.549792
Normal,IL,384,11588.95,30.179557
Dandridge,TN,384,8161.40,21.253646
"Bean Station",TN,383,22343.37,58.337781
Williamston,SC,383,17016.09,44.428433
Ankeny,IA,381,12478.13,32.750997
"Forest Hills",NY,380,32271.51,84.925026
Laurinburg,NC,378,3821.61,10.110079
"Zion Grove",PA,378,18582.01,49.158757
Fullerton,NE,377,14150.53,37.534562
Callicoon,NY,377,5316.16,14.101220
"Parkers Prairie",MN,375,19394.70,51.719200
"Red Hook",NY,375,23647.39,63.059707
"Port au Prince",Haiti,374,32081.23,85.778690
Briceville,TN,374,3881.99,10.379652
Waynesboro,GA,373,6103.82,16.364129
"Salt Lake City",UT,371,12955.49,34.920458
Gunter,TX,371,18911.66,50.974825
Bienville,LA,370,19312.84,52.196865
Marina,CA,370,1810.03,4.891973
Frisco,CO,369,10999.80,29.809756
Sycamore,IL,369,29452.25,79.816396
Hobbs,NM,367,6326.30,17.237875
Rockville,MD,366,14433.23,39.435055
"Loves Park",IL,366,7062.28,19.295847
Staunton,IL,365,13546.52,37.113753
"Chestnut Hill",MA,365,24052.42,65.897041
"Oriskany Falls",NY,364,8606.91,23.645357
"Downers Grove",IL,362,14397.10,39.770994
Hampton,NJ,362,18622.63,51.443729
Hickman,NE,361,10746.60,29.768975
Amsterdam,Netherlands,361,14809.13,41.022521
Chillicothe,OH,361,13794.79,38.212715
Cedarville,MI,359,8383.91,23.353510
Martinsville,IN,359,9511.05,26.493175
Sandston,VA,359,25966.49,72.330056
Wilmington,DE,357,27142.84,76.030364
Franklin,MA,357,23583.99,66.061597
"Granite Falls",NC,357,4260.15,11.933193
Renfrew,PA,357,23553.15,65.975210
Andersonville,TN,355,18134.67,51.083577
Covington,LA,355,25704.77,72.407803
Monsey,NY,353,14657.42,41.522436
Valparaiso,IN,352,11466.33,32.574801
Brushton,NY,350,10357.99,29.594257
Caledonia,MN,350,21444.39,61.269686
Lamesa,TX,350,9166.00,26.188571
"Laurel Springs",NC,349,6934.87,19.870688
Colmar,PA,349,19806.95,56.753438
Carlisle,PA,347,15946.87,45.956398
"Bell Gardens",CA,346,7944.33,22.960491
"Cotton Valley",LA,345,17080.15,49.507681
Rockton,IL,345,12295.45,35.638986
"South Gate",CA,343,10664.29,31.091224
Anamosa,IA,343,3341.19,9.741079
Christiana,TN,342,14291.36,41.787602
Pasadena,TX,342,22078.63,64.557398
Exeter,NH,342,21751.14,63.599825
Cary,NC,341,14848.02,43.542581
Clarksville,TX,340,5016.06,14.753118
Frederick,MD,339,11508.56,33.948555
Flint,TX,337,17849.85,52.966914
Ridgeland,SC,337,10999.45,32.639318
Milan,NH,337,8598.46,25.514718
Algonquin,IL,334,13570.46,40.630120
"East Northport",NY,334,21735.89,65.077515
"Osage Beach",MO,332,7429.27,22.377319
Fairland,IN,332,9831.42,29.612711
Preston,MD,331,17982.81,54.328731
Commerce,TX,331,6171.04,18.643625
"La Porte",IN,330,10864.14,32.921636
Georgetown,KY,328,9443.95,28.792530
Islandton,SC,328,12666.71,38.618018
Carlyle,IL,326,19118.96,58.647117
Norfolk,VA,326,17108.59,52.480337
"Kansas City",KS,325,20600.77,63.386985
Grove,OK,324,15159.42,46.788333
Kingston,NY,324,11767.96,36.320864
"Jackson Center",PA,323,9500.76,29.414118
"Chino Hills",CA,323,10968.81,33.959164
"West New York",NJ,322,32309.04,100.338634
"Bel Air",MD,321,20245.90,63.071340
Farmington,ME,320,13443.23,42.010094
Hayden,ID,319,8946.85,28.046552
Conklin,NY,319,7162.19,22.452006
Arcadia,FL,318,24660.65,77.549214
Blacksburg,SC,317,6374.10,20.107571
Detroit,ME,316,13656.90,43.218038
Hope,IN,316,12637.15,39.990981
Woodstock,GA,316,10100.00,31.962025
Cheshire,CT,315,12854.15,40.806825
"Pine Bluff",AR,315,6178.84,19.615365
"Mokelumne Hill",CA,314,12184.04,38.802675
Jonesboro,AR,313,21590.28,68.978530
"Castle Rock",CO,311,29376.95,94.459646
"Bon Air",AL,310,11971.12,38.616516
"Fall River Mills",CA,310,10054.35,32.433387
Franklinton,NC,310,13003.29,41.946097
Jasper,IN,310,3358.87,10.835065
Russellton,PA,310,18672.10,60.232581
